Nombre;Nombre Largo;CAEDED;Descripcion
MUNDI TOURS ASESOR DE VIAJES;MUNDI TOURS ASESOR DE VIAJES;63041;SERV DE AGENCIAS DE VIAJES
DEPOSITOS DEP;DEPOSITOS DEP;70202;SERV DE ADMI. INMOBILIARIA DE BIENES INM
MEGAV LTDA;MEGAV LTDA;52362;VTA X MENOR EQUIPOS INFORMÁTICOS
OPTICA CLARO SRL;OPTICA CLARO SRL;52381;VTA X MENOR ART. DE ÓPTICA
DE MARIA INVERSIONES S.A.;DE MARIA INVERSIONES S.A.;70201;SERV INMOBILIARIOS DE COMPRA, VENTA Y AL
CARLOS ALBERTO BUSTOS ANGULO;CARLOS ALBERTO BUSTOS ANGULO;1127;PROD.SEMILLAS Y OTRAS FORMAS DE CULTIVOS
DAFORTE S.R.L.;DAFORTE S.R.L.;51420;VTA X MAYOR METALES Y MINERALES METALÍFE
SOLVER S.R.L.;SOLVER S.R.L.;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
TESLA S.R.L. EMPRESA CONSTRUCTORA;TESLA S.R.L. EMPRESA CONSTRUCTORA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
DITO S S.R.L.;DITO S S.R.L.;52209;VTA X MENOR ALIMENTOS NCP EN ALMACENES E
OKANE S.R.L.;OKANE S.R.L.;28110;FABRICN. PROD.METÁLICOS PARA USO ESTRUCT
IMPORT EXPORT COPACABANA SRL;IMPORT EXPORT COPACABANA SRL;51431;VTA X MAYOR MATERIALES DE CONSTRUCCIÓN
IMPORT Y EXPORT DICK JOSE COLLAZOS OLIVA;IMPORT Y EXPORT DICK JOSE COLLAZOS OLIVARES D.J.C.O. DE COLLAZOS OLIVARES DICK J;51502;VTA X MAYOR MAQ, EQ, IMPL P/MINERÍA.
RARE EARTHS AND METALS EXPORT S.R.L.;RARE EARTHS AND METALS EXPORT S.R.L.;51420;VTA X MAYOR METALES Y MINERALES METALÍFE
BRIGHTSTAR CORP. CHILE LIMITADA;BRIGHTSTAR CORP. CHILE LIMITADA;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
SISTEMAS DE RADIO FRECUENCIA S.R.L.;SISTEMAS DE RADIO FRECUENCIA S.R.L.;45305;INSTALACIONES ESTACIONES TELECOM Y RADAR
ACCES RE CORREDORA DE REASEGUROS S.A;ACCES RE CORREDORA DE REASEGUROS S.A;67201;SERV AUXILIARES A SERV DE SEGUROS Y DE A
GEOLOGIA Y CIMENTACIONES S.R.L.;GEOLOGIA Y CIMENTACIONES S.R.L.;45109;MOV.SUELOS Y PREPARACIÓN TERRENO RELLENO
KELAB DE PAXI DE ENCINAS FATIMA EUGENIA;KELAB DE PAXI DE ENCINAS FATIMA EUGENIA;51505;VTA X MAYOR MAQ, EQ, IMPL MÉDICO PARAMÉD
IMP.Y EXP.COMERCIAL.CRUZ LIMITADA;IMP.Y EXP.COMERCIAL.CRUZ LIMITADA;50209;MANTENIMIENTO Y REPARACION DE VEHICULOS
TECNOLOGIA PARA COMPRAR S.R.L.;TECNOLOGIA PARA COMPRAR S.R.L.;52361;VTA X MENOR MAQUINARIA OFICINA Y CONTABI
WELCOM SOLUTIONS S.R.L.;WELCOM SOLUTIONS S.R.L.;70100;SERV INMOBILIARIOS X CTA PROPIA,CON BIEN
COMIAGRO S.R.L.;COMIAGRO S.R.L.;51491;VTA X MAYOR PROD. QUÍMICOS
CONTINENTAL DE CONSTRUCCIONES Y ASOCIAD;CONTINENTAL DE CONSTRUCCIONES Y ASOCIADO;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
S. COLMINER S.R.L;S. COLMINER S.R.L;51502;VTA X MAYOR MAQ, EQ, IMPL P/MINERÍA.
AIN ACTIVE S.L.;AIN ACTIVE S.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
SOSIA CONSTRUCCIONES BOLIVIANA S.R.L.;SOSIA CONSTRUCCIONES BOLIVIANA S.R.L.;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
CISEL BOLIVIA S.R.L.;CISEL BOLIVIA S.R.L.;80906;ENSENANZA DE IDIOMAS
EMPRESA CONSTR. Y CONSULTORA DIALGRO SRL;EMPRESA CONSTR. Y CONSULTORA DIALGRO SR;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
SAGA SRL;SAGA SRL;51507;VTA X MAYOR EQUIPOS COMUNICACIONES,CONTR
ICEACSA CONSULTORES S.L.U.;ICEACSA CONSULTORES S.L.U.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CONSTRUCTORA ECODRA S.R.L.;CONSTRUCTORA ECODRA S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CONSTRUCTORA ECODRA S.R.L.;CONSTRUCTORA ECODRA S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
GRUPO EMPRESARIAL MICARO LTDA.;GRUPO EMPRESARIAL MICARO LTDA.;51502;VTA X MAYOR MAQ, EQ, IMPL P/MINERÍA.
KRETCO S.R.L.;KRETCO S.R.L.;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
AGROLEAD S.R.L.;AGROLEAD S.R.L.;51507;VTA X MAYOR EQUIPOS COMUNICACIONES,CONTR
CIA IND JGUTIERREZ LTDA;CIA IND JGUTIERREZ LTDA;51431;VTA X MAYOR MATERIALES DE CONSTRUCCIÓN
SCOTIABANK CHILE;SCOTIABANK CHILE;65191;SERV DE LAS ENTIDADES BANCARIAS
NUL OC ACCIDENTAL NUESTRA SRA DE LA PAZ;NUL OC ACCIDENTAL NUESTRA SRA DE LA PAZ;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
TUTOR SRL;TUTOR SRL;1401;ACT. DE SERV AGRÍCOLAS
EMPRESA DE TRANSFORMACION AGRARIA S.A.;EMPRESA DE TRANSFORMACION AGRARIA S.A.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
SYDBANK AS;SYDBANK AS;65191;SERV DE LAS ENTIDADES BANCARIAS
LA OLLA DEL VALLE SRL;LA OLLA DEL VALLE SRL;55204;SERV.EXPENDIO COMIDAS EN PESCADO
FUNDACION OTRO MUNDO;FUNDACION OTRO MUNDO;51399;VTA X MAYOR ART. DE USO DOMÉSTICO Y/O PE
PETRONILA VELASQUEZ PROP.P.VELASQUEZ;PETRONILA VELASQUEZ PROP.P.VELASQUEZ;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
EMPRESA MINERA COMERCIAL AGUILAR EMICA;EMPRESA MINERA COMERCIAL AGUILAR EMICA;51420;VTA X MAYOR METALES Y MINERALES METALÍFE
CATER FOOD SRL.;CATER FOOD SRL.;55209;OTROS SERV DE EXPENDIO DE COMIDAS NCP.
RICHMOND FELLOWSHIP BOLIVIA;RICHMOND FELLOWSHIP BOLIVIA;85321;SERV SOCIALES A NIÑOS SIN ALOJAMIENTO
EMPRESA CONSTRUCTORA ZARZUELA S.R.L.;EMPRESA CONSTRUCTORA ZARZUELA S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMPRESA DE SERVICIOS PEGASO S.A.;EMPRESA DE SERVICIOS PEGASO S.A.;72500;SERV MANTENIMIENTO MAQ OFICINA,CONTABILI
CHEZVAL CONSTRUCCIONES Y SERVICIOS;CHEZVAL CONSTRUCCIONES Y SERVICIOS DE CHAVEZ VALDIVIA   CRISTIAN MARIO;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMPRESA CONSTRUCTORA EDEN S.R.L.;EMPRESA CONSTRUCTORA EDEN S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
SCANDINAVIAN SOFTWARE AND SERVICE OF BOL;SCANDINAVIAN SOFTWARE AND SERVICE OF BOL;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
SOLUCIONES MEDICO DIAGNOSTICAS PRO PACIE;SOLUCIONES MEDICO DIAGNOSTICAS PRO PACIENTE;52351;VTA X MENOR LIBROS, REVISTAS
IMP. DE MAT. ELECTRICOS IMPELSACOM SRL;IMP. DE MAT. ELECTRICOS IMPELSACOM SRL;51334;VTA X MAYOR ARTEFACTOS PARA EL HOGAR, EL
IMPELSACOM SRL;IMPELSACOM SRL;51334;VTA X MAYOR ARTEFACTOS PARA EL HOGAR, EL
YAIRA I YARA LTDA EMPRESA CONSTRUCTORA Y;YAIRA I YARA LTDA EMPRESA CONSTRUCTORA Y;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
JHPIEGO CORPORATION;JHPIEGO CORPORATION;85329;OTROS SERV ASISTENCIA SOCIAL SIN ALOJAMI
SEMILLAS DE ORO S.R.L;SEMILLAS DE ORO S.R.L;15141;ELAB. ACEITES Y GRASAS VEGETALES SIN REF
HN PLAZA HOTEL S.R.L.;HN PLAZA HOTEL S.R.L.;55103;SERV DE ALOJAMIENTO EN HOSPEDAJES Y OTRO
VERSATORX IMPORTACIONES Y REPRESENTACION;VERSATORX IMPORTACIONES Y REPRESENTACIONES LIMITADA;51503;VTA X MAYOR MAQ, EQ, IMPL P/IND.MANUFACT
EMPRESA AGROINDUSTRIAL TOTAI CITRUS S.A.;EMPRESA AGROINDUSTRIAL TOTAI CITRUS S.A.;1132;CULTIVO DE FRUTAS CITRICAS
ROTARY CLUB SUCRE;ROTARY CLUB SUCRE;91990;SERV DE OTRAS ASOCIACIONES NCP
AGRO NEULAND DEL SUR S.R.L.;AGRO NEULAND DEL SUR S.R.L.;71220;ALQ. MAQUINARIA Y EQ CONSTRUCCIÓN E INGE
NULIFE S.R.L.;NULIFE S.R.L.;45201;CONSTRUCCIÓN Y REPARACIÓN DE EDIFICIOS
OFICINA PAIS REPRESENTACION OIKOCREDIT S;OFICINA PAIS REPRESENTACION OIKOCREDIT S;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
HOSTERIA SAN ANTONIO ROMERO VARGAS LTD;HOSTERIA SAN ANTONIO ROMERO VARGAS LTD;55103;SERV DE ALOJAMIENTO EN HOSPEDAJES Y OTRO
CAPO SRL;CAPO SRL;52323;VTA X MENOR PRENDAS Y ACCESORIOS DE VEST
IMPORTADORA INDIRAN DE FARID ZEITUN;IMPORTADORA INDIRAN DE FARID ZEITUN;50401;VENTA MOTOCICLETAS Y SUS PARTES,PIEZAS Y
CONST ASOC SERV DE AYLLUS INDIGENAS SRL;CONST ASOC SERV DE AYLLUS INDIGENAS SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
EMP.DE ING.EN CONSULT.Y CONST.ORAMIZ SRL;EMP.DE ING.EN CONSULT.Y CONST.ORAMIZ SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
VOLCAN S.A.;VOLCAN S.A.;28110;FABRICN. PROD.METÁLICOS PARA USO ESTRUCT
IMPORTADORA HOSPITALAR;IMPORTADORA HOSPITALAR;51505;VTA X MAYOR MAQ, EQ, IMPL MÉDICO PARAMÉD
CONCIGAS & ASOCIADOS;CONCIGAS & ASOCIADOS;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ASOCIACION TRANSPARENCIA BOLIVIA;ASOCIACION TRANSPARENCIA BOLIVIA;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
AUTOSTAR OF AMERICA S.R.L.;AUTOSTAR OF AMERICA S.R.L.;50101;VENTA DE VEHICULOS AUTOMOTORES NUEVOS
UNICREDIT BANK AUSTRIA AG;UNICREDIT BANK AUSTRIA AG;65191;SERV DE LAS ENTIDADES BANCARIAS
DOPPELMAYR SEILBAHNEN GMBH;DOPPELMAYR SEILBAHNEN GMBH;74212;SERV DE INGENIERÍA
EMPRESA CONSULT.CONSTRUCT. ALACHI FLORES;EMPRESA CONSULT.CONSTRUCT. ALACHI FLORES;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
NULO EMPRESA CONSULT CONSTRUCT;NULO EMPRESA CONSULT CONSTRUCT;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CENTRO DE SALUD JESUS OBRERO;CENTRO DE SALUD JESUS OBRERO;85191;SERV DE LABORATORIOS CLÍNICOS
EMP.DE SERVICIOS DE ING.Y CONS.EMSICO SR;EMP.DE SERVICIOS DE ING.Y CONS.EMSICO S;74212;SERV DE INGENIERÍA
EMPRESA FERIAS Y EVENTOS FEBOL;EMPRESA FERIAS Y EVENTOS FEBOL;74140;SERV.ASESORAMIENTO Y GESTIÓN EMPRESARIAL
EMPRESA CONSTRUCCION Y CONSULTORIA LUZUL;EMPRESA CONSTRUCCION Y CONSULTORIA LUZUL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ALSTOM HOLDINGS S.A.;ALSTOM HOLDINGS S.A.;31900;FABRICN. OTROS TIPOS EQUIPO ELÉCTRICO NC
BANKINTER S.A. MADRID ES;BANKINTER S.A. MADRID ES;65191;SERV DE LAS ENTIDADES BANCARIAS
SEINCOF;SEINCOF;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
CONITAR LTDA.;CONITAR LTDA.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PEYCO PROYECTOS ESTUDIOS Y CONSTRUC S.A;PEYCO PROYECTOS ESTUDIOS Y CONSTRUC S.A.;74212;SERV DE INGENIERÍA
ECOSPI;ECOSPI;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
IMPLANTHOUSE S.R.L.;IMPLANTHOUSE S.R.L.;51343;VTA X MAYOR INSTRUMENTAL MÉDICO Y ODONTO
TOKEN CONSULTING GROUP SRL;TOKEN CONSULTING GROUP SRL;45302;INSTALACIONES Y MANTENIMIENTO ELECTRICO
SERVICIOS DE ADM Y ESTUDIOS AMBIENTALES;SERVICIOS DE ADM Y ESTUDIOS AMBIENTALES;1119;OTROS CULTIVOS NCP
FIPADE SOC.ADM.DE FONDOS INVERSION S.A.;FIPADE SOC.ADM.DE FONDOS INVERSION S.A.;67120;SERV BURSÁTILES DE MEDIACIÓN O X CTA 3ER
RED COMPRAS CREATIVE WORK BOLIVIA;RED COMPRAS CREATIVE WORK BOLIVIA;45302;INSTALACIONES Y MANTENIMIENTO ELECTRICO
VAG VALVOLE ITALIA S.R.L.;VAG VALVOLE ITALIA S.R.L.;74212;SERV DE INGENIERÍA
BIOSEEDS SRL;BIOSEEDS SRL;51491;VTA X MAYOR PROD. QUÍMICOS
SAGLAS OBRAS Y SERVICIOS S.A.;SAGLAS OBRAS Y SERVICIOS S.A.;74212;SERV DE INGENIERÍA
CONSULTORA Y CONSTRUCTORA BRISTLECONE SR;CONSULTORA Y CONSTRUCTORA BRISTLECONE SR;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
RAMIREZ & SALAZAR ASOCIADOS SRL;RAMIREZ & SALAZAR ASOCIADOS SRL;63033;SERV COMPLEMENTARIOS PARA EL TRANSPORTE
SERVICIO DE TRANSP INTERN IREGUA MAR SRL;SERVICIO DE TRANSP INTERN IREGUA MAR SRL;61100;TRANSPORTE MARITIMO Y DE CABOTAJE
INTERNATIONAL SULFUR REFINING SA;INTERNATIONAL SULFUR REFINING SA;14212;EXTRACCIÓN MINERALES P/FABRICN.PROD.QUÍM
RECURSOS Y ESTRATEGIAS COMERCIALES EN SE;RECURSOS Y ESTRATEGIAS COMERCIALES EN SE;74922;SERV DE INVESTIGACIÓN Y SEGURIDAD PERSON
SERVICIOS INTEGRALES Y AGROINDUSTRIALES;SERVICIOS INTEGRALES Y AGROINDUSTRIALES;51229;VTA X MAYOR PROD. ALIMENTICIOS NCP
BANCO VOTORANTIM S.A.;BANCO VOTORANTIM S.A.;65191;SERV DE LAS ENTIDADES BANCARIAS
IMP. Y EXP. LAS VEGAS NEVADA LTDA.;IMP. Y EXP. LAS VEGAS NEVADA LTDA.;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
SITFE S.R.L.;SITFE S.R.L.;71220;ALQ. MAQUINARIA Y EQ CONSTRUCCIÓN E INGE
PAPELCRIS S.R.L.;PAPELCRIS S.R.L.;51329;VTA X MAYOR PAPEL,CARTÓN,EMBALAJE,LIBRER
ECONOMETRIC AUDITORES Y CONSULTORES SRL;ECONOMETRIC AUDITORES Y CONSULTORES SRL;74120;"SERV CONTABILIDAD Y AUDITORÍA; ASESORAMI"
CONSTRUCTORA CONCENTRIK 33 S.R.L.;CONSTRUCTORA CONCENTRIK 33 S.R.L.;45109;MOV.SUELOS Y PREPARACIÓN TERRENO RELLENO
HERBALIFE BOLIVIA LTDA.;HERBALIFE BOLIVIA LTDA.;55209;OTROS SERV DE EXPENDIO DE COMIDAS NCP.
CONSTRUCTORA AVILES MATIJASEVIC SRL;CONSTRUCTORA AVILES MATIJASEVIC SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
PATRIMONIO AUTONOMO COBOCE BISA ST FLDVF;PATRIMONIO AUTONOMO COBOCE BISA ST FLDVF;26941;FABRICN. DE CEMENTO
NAVIAREX S.R.L.;NAVIAREX S.R.L.;45302;INSTALACIONES Y MANTENIMIENTO ELECTRICO
S.G.C. S.R.L.;S.G.C. S.R.L.;55209;OTROS SERV DE EXPENDIO DE COMIDAS NCP.
JIA VANINA ELEGANCE SRL.;JIA VANINA ELEGANCE SRL.;51104;VTA X MAYOR INTERMDRS PROD.TEXTILES,PREN
AGROPECUARIA CERES S.A.;AGROPECUARIA CERES S.A.;1401;ACT. DE SERV AGRÍCOLAS
DESARROLLOS AGRICOLAS BOLIVIANOS S.A.;DESARROLLOS AGRICOLAS BOLIVIANOS S.A.;1401;ACT. DE SERV AGRÍCOLAS
G & G CONSULTORIA Y CONSTRUCCION S.R.L.;G & G CONSULTORIA Y CONSTRUCCION S.R.L.;45109;MOV.SUELOS Y PREPARACIÓN TERRENO RELLENO
CASA SOLAR;CASA SOLAR;52339;VTA X MENOR ART. PARA EL HOGAR NCP
ANDY S DE JAILLITA ZEBALLOS BRITA;ANDY S DE JAILLITA ZEBALLOS BRITA;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
AMAP IMPORT EXPORT LTDA.;AMAP IMPORT EXPORT LTDA.;51313;VTA X MAYOR PRENDAS Y ACCESORIOS DE VEST
FRIESSEN S.R.L.;FRIESSEN S.R.L.;51101;VTA X MAYOR INTERMDRS PROD.AGRÍCOLAS Y P
EMP. VARGAS GOMEZ DE VARGAS GOMEZ CARLO;EMP. VARGAS GOMEZ DE VARGAS GOMEZ CARLO;51509;VTA X MAYOR MAQ, EQ, IMPL ESPECIAL NCP
FERNANDO MAMANI GUARACHI;FERNANDO MAMANI GUARACHI;51431;VTA X MAYOR MATERIALES DE CONSTRUCCIÓN
EMPRESA COMERCIAL SISBEN S.R.L.;EMPRESA COMERCIAL SISBEN S.R.L.;52323;VTA X MENOR PRENDAS Y ACCESORIOS DE VEST
PASARIN ARQUITECNICS S.R.L.;PASARIN ARQUITECNICS S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ESTACION DE SERVICIO PISIGA;ESTACION DE SERVICIO PISIGA;50501;VTA X MENOR COMBUSTIBLE PARA AUTOMOTORES
MABOV;MABOV;64120;SERV DE CORREO DISTINTA A LAS DE CORREO
EMPRESA AGROINDUSTRIAL TOTAI CITRUS S.A.;EMPRESA AGROINDUSTRIAL TOTAI CITRUS S.A.;1132;CULTIVO DE FRUTAS CITRICAS
AGXPLORE INTERNACIONAL S.R.L.;AGXPLORE INTERNACIONAL S.R.L.;24210;FABRICN. PLAGUICIDAS Y PROD.QUÍMICOS DE
MENTAR INDUSTRIAL S.R.L.;MENTAR INDUSTRIAL S.R.L.;25209;FABRICN. PROD. PLÁSTICOS FORMAS BÁSICAS
CASA DE CAMBIO ANDO BUSTAMANTE MIGUEL OS;CASA DE CAMBIO ANDO BUSTAMANTE MIGUEL OS;67191;SERV DE CASAS Y AGENCIAS DE CAMBIO
CLERHP ESTRUCTURAS BOLIVIA S.R.L.;CLERHP ESTRUCTURAS BOLIVIA S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ARTESANIAS MALLKU IRPIRI;ARTESANIAS MALLKU IRPIRI;52396;VTA X MENOR ART. ARTESANALES
CENTRAL DE COMUNICACION NUEVO TIEMPO CNT;CENTRAL DE COMUNICACION NUEVO TIEMPO CNT;64202;SERVICIO DE TRANSMISION DE RADIO Y TELEV
SERVICIOS GENERALES AGRECOM S.R.L.;SERVICIOS GENERALES AGRECOM S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
DATA TERRA SOLUCIONES SRL;DATA TERRA SOLUCIONES SRL;74990;OTROS SERV EMPRESARIALES NCP
EMPRESA AGROINDUSTRIAL MADRILES S.A.;EMPRESA AGROINDUSTRIAL MADRILES S.A.;63020;SERVICIO DE ALMACENAMIENTO Y DEPOSITO
EMPRESA CONSTRUCTORA INGEO;EMPRESA CONSTRUCTORA INGEO DE LEON DAVALOS JORGE;45202;CONSTRUCCIÓN Y REPARACIÓN INFRAESTRUCTUR
COMERC. DE MINERALES MACUQUINA S.R.L.;COMERC. DE MINERALES MACUQUINA S.R.L.;27202;PROD.METALES PRECIOSOS EN FORMAS PRIMARI
ING Y CONT FUENTES MARISCAL;ING Y CONT FUENTES MARISCAL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
BCS BROKERS CORPORATIVOS DE SEGUROS SRL;BCS BROKERS CORPORATIVOS DE SEGUROS S.R.L.;67201;SERV AUXILIARES A SERV DE SEGUROS Y DE A
FORMACION EMPRESARIAL DAE SRL;FORMACION EMPRESARIAL DAE SRL;80303;EDUCACIÓN SUPERIOR,ESPECIALIZACIÓN, POST
GRUPO INDUSTRIAL MINERO DE COMERCIO;GRUPO INDUSTRIAL MINERO DE COMERCIO;14212;EXTRACCIÓN MINERALES P/FABRICN.PROD.QUÍM
POLARIS SRL;POLARIS SRL;74211;SERV DE ARQUITECTURA
QUBIT SRL;QUBIT SRL;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
NI HAO S.R.L.;NI HAO S.R.L.;74212;SERV DE INGENIERÍA
TRANS INTERNATIONAL Z.E.M.A. SRL;TRANS INTERNATIONAL Z.E.M.A. SRL;60230;SERV. TRANSPORTE AUTOMOTOR CARGA X CARRE
SOCIEDAD DE EMPRESAS GRAN CHACO S.A.;SOCIEDAD DE EMPRESAS GRAN CHACO S.A.;63090;SERV.APOYO Y LOGÍSTICA AG DE TRANSPORTE
SERVICIOS AGRICOLAS JOMA;SERVICIOS AGRICOLAS JOMA;71210;ALQ. MAQUINARIA Y EQ AGROPECUARIO SIN PE
EMP.CONST.ARANDIA MONTOYA DE TOMAS ADOLF;EMPRESA CONSTRUCTORA ARANDIA MONTOYA DE TOMAS ADOLFO ARANDIA MONTOYA;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
KINETIKA S.R.L.;KINETIKA S.R.L.;45109;MOV.SUELOS Y PREPARACIÓN TERRENO RELLENO
TSK ELECTRONICA Y ELECTRICIDAD S.A.;TSK ELECTRONICA Y ELECTRICIDAD S.A.;74212;SERV DE INGENIERÍA
EMPIRE LIVE S.R.L.;EMPIRE LIVE S.R.L.;92142;PRODUCCION DE ESPECTACULOS
EMPRESA EMINCSE;EMPRESA EMINCSE DE POPPE MURILLO ERNESTO FRANKLIN;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
DESARROLLO E INTEGRACION DE NEGOCIOS;DESARROLLO E INTEGRACION DE NEGOCIOS;51431;VTA X MAYOR MATERIALES DE CONSTRUCCIÓN
ENDULCE S.R.L.;ENDULCE S.R.L.;15499;ELAB. DE PROD. ALIMENTICIOS NCP
IMPRENTA IMAG;IMPRENTA IMAG;22210;ACT. DE IMPRESIÓN
AGROPECUARIA LA PERDIDA S.A.;AGROPECUARIA LA PERDIDA S.A.;1112;CULTIVO DE OLEAGINOSAS
KENYO MOTORS SRL;KENYO MOTORS SRL;50401;VENTA MOTOCICLETAS Y SUS PARTES,PIEZAS Y
MULTICELL S.R.L.;MULTICELL S.R.L.;52363;VTA X MENOR EQUIPOS COMUNICACIONES,SEGUR
ARISERV ARIDOS Y SERVICIOS S.R.L.;ARISERV ARIDOS Y SERVICIOS S.R.L.;71210;ALQ. MAQUINARIA Y EQ AGROPECUARIO SIN PE
CONSTRUCTORA CONSULTORA SIAMAR S.R.L.;CONSTRUCTORA CONSULTORA SIAMAR S.R.L.;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ASOCIACION DE GANADEROS DE PUERTO SUAREZ;ASOCIACION DE GANADEROS DE PUERTO SUAREZ;1211;CRIA DE GANADO VACUNO
CAMARA DE INDUSTRIA Y COMERCIO DE PANDO;CAMARA DE INDUSTRIA Y COMERCIO DE PANDO;91110;SERV ORG EMPRESARIALES Y DE EMPLEADORES
FUNDACION AMIGOS DE LA RESPONSABILIDAD;FUNDACION AMIGOS DE LA RESPONSABILIDAD;74990;OTROS SERV EMPRESARIALES NCP
BELSONS S.A.;BELSONS S.A.;52111;VTA X MENOR EN SUPERMERCADOS CON SURTIDO
SAPHI S.R.L.;SAPHI S.R.L.;73102;SERV. INVESTIGACIÓN Y DESARROLLO EN ING.
SMARTIDEAS LTDA;SMARTIDEAS LTDA;74300;SERV DE PUBLICIDAD
YOGEN FRUZ;YOGEN FRUZ;15202;ELAB. DE HELADOS
NEOLOGY S DE R.L. DE C.V.;NEOLOGY S DE R.L. DE C.V.;51504;VTA X MAYOR EQUIPOS CONSTRUCCIÓN E ING C
SERVICIOS GENERALES COGACHACO M&S;SERVICIOS GENERALES COGACHACO M&S;45209;CONSTRUCCION DE OBRAS DE INGENIERIA CIVI
ASSIGNIA INFRAESTRUCTURAS SUCURS BOLIVIA;ASSIGNIA INFRAESTRUCTURAS SUCURS BOLIVIA;45109;MOV.SUELOS Y PREPARACIÓN TERRENO RELLENO
BISA S.A. FIDEICOMISO E FECTIVO SA ESPM;BISA S.A. FIDEICOMISO E FECTIVO SA ESPM;64201;SERV DE TRANSMISIÓN DE DATOS Y MENSAJES
SERVICIOS Y SUMINISTROS PETROLEROS S.R.L;SERVICIOS Y SUMINISTROS PETROLEROS S.R.L;0;
CENTRO DE REHAB INT DE NINOS CON PARALIS;CENTRO DE REHAB INT DE NINOS CON PARALIS;85324;SERV SOC A PERSONAS DISCAPACITADAS SIN A
NULO ECCSA & ASOCIADOS;NULO ECCSA & ASOCIADOS;74212;SERV DE INGENIERÍA
CANO PRADO CONSULTORIA Y ASESORAMIENTO E;CANO PRADO CONSULTORIA Y ASESORAMIENTO E;51334;VTA X MAYOR ARTEFACTOS PARA EL HOGAR, EL
EL SEIS S.R.L.;EL SEIS S.R.L.;90002;SERV LIMPIEZA VÍAS PÚBLICAS Y DESECHOS
LADRILLOS Y TEJAS COTOCA S.R.L.;LADRILLOS Y TEJAS COTOCA S.R.L.;26911;FABRICN. ART. CERÁMICA USO DOMÉSTICO, SA
GESTRACK S.R.L.;GESTRACK S.R.L.;74990;OTROS SERV EMPRESARIALES NCP
EMP.SERVIFER PROP.DIMAR FERNANDEZ;EMP.SERVIFER PROP.DIMAR FERNANDEZ;74212;SERV DE INGENIERÍA
KHAKI EXPORTACIONES Y REPRESENTACIONES;KHAKI EXPORTACIONES Y REPRESENTACIONES;51491;VTA X MAYOR PROD. QUÍMICOS
CESPEDESGOMEZ;CESPEDESGOMEZ DE CESPEDES BALLESTEROS MARBEL JUAN;51314;VTA X MAYOR CALZADO, EXCEPTO EL ORTOPÉDI
MANQUA EXPORT IMPORT S.A.;MANQUA EXPORT IMPORT S.A.;51491;VTA X MAYOR PROD. QUÍMICOS
